Plasmid,gene_id,old_locus_tag,gene_biotype,Gene,synonym,product,product_kegg,note,other,protein_id,inference_coordinates,exon_number
NC_013716.1,ROD_RS13210,ROD_26761,protein_coding,NA,NA,chemotaxis protein,putative chemotaxis signal transduction protein,NA,NA,WP_012906839.1,similar to AA sequence:RefSeq:WP_012131502.1,1
NC_013716.1,ROD_RS13215,ROD_26771,protein_coding,NA,NA,IS4-like element ISCro6 family transposase,ISCro6 transposase,NA,NA,WP_012906840.1,similar to AA sequence:RefSeq:WP_012905035.1,1
NC_013716.1,ROD_RS13220,ROD_26781,protein_coding,nuoN,NA,NADH-quinone oxidoreductase subunit NuoN,NADH-quinone oxidoreductase chain N,NA,NA,WP_012906841.1,similar to AA sequence:RefSeq:NP_416779.2,1
NC_013716.1,ROD_RS13225,ROD_26791,protein_coding,nuoM,NA,NADH-quinone oxidoreductase subunit M,NADH-quinone oxidoreductase chain M,NA,NA,WP_012906842.1,similar to AA sequence:RefSeq:WP_005129465.1,1
NC_013716.1,ROD_RS13230,ROD_26801,protein_coding,nuoL,NA,NADH-quinone oxidoreductase subunit L,NADH-quinone oxidoreductase chain L,NA,NA,WP_012906843.1,similar to AA sequence:RefSeq:WP_005129466.1,1
NC_013716.1,ROD_RS13235,ROD_26811,protein_coding,nuoK,NA,NADH-quinone oxidoreductase subunit NuoK,NADH-quinone oxidoreductase chain K,NA,NA,WP_000612644.1,similar to AA sequence:RefSeq:WP_006683663.1,1
NC_013716.1,ROD_RS13240,ROD_26821,protein_coding,nuoJ,NA,NADH-quinone oxidoreductase subunit J,NADH-quinone oxidoreductase chain J,NA,NA,WP_012906844.1,similar to AA sequence:RefSeq:NP_311191.1,1
NC_013716.1,ROD_RS13245,ROD_26831,protein_coding,nuoI,NA,NADH-quinone oxidoreductase subunit NuoI,NADH-quinone oxidoreductase subunit I,NA,NA,WP_012906845.1,similar to AA sequence:RefSeq:WP_015959823.1,1
NC_013716.1,ROD_RS13250,ROD_26841,protein_coding,nuoH,NA,NADH-quinone oxidoreductase subunit NuoH,NADH-quinone oxidoreductase subunit H,NA,NA,WP_012906846.1,similar to AA sequence:RefSeq:WP_015875065.1,1
NC_013716.1,ROD_RS13255,ROD_26851,protein_coding,nuoG,NA,NADH-quinone oxidoreductase subunit NuoG,NADH-quinone oxidoreductase subunit G,NA,NA,WP_024132805.1,similar to AA sequence:RefSeq:NP_311194.2,1
NC_013716.1,ROD_RS13260,ROD_26861,protein_coding,nuoF,NA,NADH-quinone oxidoreductase subunit NuoF,NADH-quinone oxidoreductase subunit F,NA,NA,WP_012906848.1,similar to AA sequence:RefSeq:NP_311195.1,1
NC_013716.1,ROD_RS13265,ROD_26871,protein_coding,nuoE,NA,NADH-quinone oxidoreductase subunit NuoE,NADH-quinone oxidoreductase subunit E,NA,NA,WP_012906849.1,similar to AA sequence:RefSeq:NP_461267.1,1
NC_013716.1,ROD_RS13270,ROD_26881,protein_coding,nuoC,NA,NADH-quinone oxidoreductase subunit C/D,NADH-quinone oxidoreductase subunit C/D,NA,NA,WP_012906850.1,similar to AA sequence:RefSeq:NP_461268.1,1
NC_013716.1,ROD_RS13275,ROD_26891,protein_coding,nuoB,NA,NADH-quinone oxidoreductase subunit NuoB,NADH-quinone oxidoreductase subunit B,NA,NA,WP_012906851.1,similar to AA sequence:RefSeq:NP_311198.1,1
NC_013716.1,ROD_RS13280,ROD_26901,protein_coding,nuoA,NA,NADH-quinone oxidoreductase subunit NuoA,NADH-quinone oxidoreductase subunit A,NA,NA,WP_024132806.1,similar to AA sequence:RefSeq:NP_708170.1,1
NC_013716.1,ROD_RS13285,ROD_26911,protein_coding,lrhA,NA,transcriptional regulator LrhA,NADH dehydrogenase operon transcriptional regulator,NA,NA,WP_012906853.1,similar to AA sequence:RefSeq:NP_461272.1,1
NC_013716.1,ROD_RS13290,ROD_26921,protein_coding,alaA,NA,alanine transaminase AlaA,putative aminotransferase,NA,NA,WP_012906854.1,similar to AA sequence:RefSeq:NP_461273.1,1
NC_013716.1,ROD_RS13295,ROD_26931,protein_coding,yfbR,NA,5'-deoxynucleotidase,5'-nucleotidase,NA,NA,WP_012906855.1,similar to AA sequence:RefSeq:NP_461274.1,1
NC_013716.1,ROD_RS13300,ROD_26941,protein_coding,NA,NA,SLC13 family permease,putative transporter,NA,NA,WP_012906856.1,similar to AA sequence:RefSeq:NP_311203.1,1
NC_013716.1,ROD_RS13305,ROD_26951,protein_coding,NA,NA,sugar phosphatase,putative phosphatase,NA,NA,WP_012906857.1,similar to AA sequence:RefSeq:WP_002954143.1,1
NC_013716.1,ROD_RS13310,ROD_26961,protein_coding,NA,NA,YfbU family protein,conserved hypothetical protein,NA,NA,WP_012906858.1,similar to AA sequence:RefSeq:WP_007371080.1,1
NC_013716.1,ROD_RS13315,ROD_26971,protein_coding,NA,NA,DUF412 domain-containing protein,putative membrane protein,NA,NA,WP_012906859.1,similar to AA sequence:RefSeq:WP_005129545.1,1
NC_013716.1,ROD_RS13320,ROD_26981,protein_coding,ackA,NA,acetate kinase,Acetate kinase,NA,NA,WP_024132807.1,similar to AA sequence:RefSeq:WP_005129491.1,1
NC_013716.1,ROD_RS13325,ROD_26991,protein_coding,pta,NA,phosphate acetyltransferase,phosphate acetyltransferase,NA,NA,WP_012906861.1,similar to AA sequence:RefSeq:WP_005129493.1,1
NC_013716.1,ROD_RS13330,ROD_27001,protein_coding,yfcC,NA,putative basic amino acid antiporter YfcC,putative C4-dicarboxylate anaerobic transporter,NA,NA,WP_012906862.1,similar to AA sequence:RefSeq:NP_461281.1,1
NC_013716.1,ROD_RS13335,ROD_27011,protein_coding,NA,NA,transketolase family protein,putative transketolase C-terminal section,NA,NA,WP_012906863.1,similar to AA sequence:RefSeq:NP_461282.1,1
NC_013716.1,ROD_RS13340,ROD_27021,protein_coding,NA,NA,transketolase,putative transketolase N-terminal section,NA,NA,WP_012906864.1,similar to AA sequence:RefSeq:NP_461283.1,1
NC_013716.1,ROD_RS13345,ROD_27031,protein_coding,NA,NA,PTS ascorbate transporter subunit IIC,PTS system EIIC component,NA,NA,WP_012906865.1,similar to AA sequence:RefSeq:WP_000470229.1,1
NC_013716.1,ROD_RS13350,ROD_27041,protein_coding,NA,NA,PTS sugar transporter subunit IIB,PTS system EIIB component,NA,NA,WP_024132809.1,similar to AA sequence:RefSeq:NP_461285.1,1
NC_013716.1,ROD_RS13355,ROD_27051,protein_coding,NA,NA,PTS sugar transporter subunit IIA,PTS system EIIA component,NA,NA,WP_012906867.1,similar to AA sequence:RefSeq:WP_001528356.1,1
NC_013716.1,ROD_RS13360,ROD_27061,protein_coding,NA,NA,LacI family DNA-binding transcriptional regulator,LacI-family transcriptional regulator,NA,NA,WP_012906868.1,similar to AA sequence:RefSeq:NP_461287.1,1
NC_013716.1,ROD_RS13365,ROD_27071,protein_coding,yfcD,NA,NUDIX hydrolase YfcD,NUDIX-family hydrolase,NA,NA,WP_042623048.1,similar to AA sequence:RefSeq:WP_000437865.1,1
NC_013716.1,ROD_RS13370,ROD_27081,protein_coding,yfcE,NA,phosphodiesterase,putative phosphodiesterase,NA,NA,WP_024132810.1,similar to AA sequence:RefSeq:NP_311211.4,1
NC_013716.1,ROD_RS13375,ROD_27091,protein_coding,yfcF,NA,glutathione transferase,putative glutathione S-transferase,NA,NA,WP_012906871.1,similar to AA sequence:RefSeq:NP_461290.1,1
NC_013716.1,ROD_RS13380,ROD_27101,protein_coding,yfcG,NA,GSH-dependent disulfide bond oxidoreductase,putative glutathione S-transferase,NA,NA,WP_012906872.1,similar to AA sequence:RefSeq:NP_461291.1,1
NC_013716.1,ROD_RS13385,ROD_27111,protein_coding,folX,NA,dihydroneopterin triphosphate 2'-epimerase,"D-erythro-7,8-dihydroneopterin triphosphate epimerase",NA,NA,WP_012906873.1,similar to AA sequence:RefSeq:NP_311214.1,1
NC_013716.1,ROD_RS13390,ROD_27121,protein_coding,NA,NA,TIGR01777 family oxidoreductase,conserved hypothetical protein,NA,NA,WP_012906874.1,similar to AA sequence:RefSeq:NP_416807.1,1
NC_013716.1,ROD_RS13395,ROD_27131,protein_coding,NA,NA,GNAT family N-acetyltransferase,putative acetyltransferase,NA,NA,WP_012906875.1,similar to AA sequence:RefSeq:WP_015959852.1,1
NC_013716.1,ROD_RS13400,ROD_27141,protein_coding,hisP,NA,histidine ABC transporter ATP-binding protein HisP,"histidine ABC transporter, ATP-binding protein",NA,NA,WP_012906876.1,similar to AA sequence:RefSeq:NP_311217.1,1
NC_013716.1,ROD_RS13405,ROD_27151,protein_coding,hisM,NA,histidine ABC transporter permease HisM,"histidine ABC transporter, permease protein",NA,NA,WP_012906877.1,similar to AA sequence:RefSeq:NP_461294.1,1
NC_013716.1,ROD_RS13410,ROD_27161,protein_coding,hisQ,NA,histidine ABC transporter permease HisQ,"histidine ABC transporter, permease protein",NA,NA,WP_012906878.1,similar to AA sequence:RefSeq:WP_012124147.1,1
NC_013716.1,ROD_RS13415,ROD_27171,protein_coding,hisJ,NA,histidine ABC transporter substrate-binding protein HisJ,"histidine ABC transporter, substrate-binding periplasmic protein",NA,NA,WP_012906879.1,similar to AA sequence:RefSeq:NP_311220.1,1
NC_013716.1,ROD_RS13420,ROD_27181,protein_coding,argT,NA,lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT,lysine-arginine-ornithine-binding periplasmic protein,NA,NA,WP_012906880.1,similar to AA sequence:RefSeq:NP_461297.1,1
NC_013716.1,ROD_RS13425,ROD_27191,protein_coding,ubiX,NA,UbiX family flavin prenyltransferase,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,NA,NA,WP_012906881.1,similar to AA sequence:RefSeq:WP_005120208.1,1
NC_013716.1,ROD_RS13430,ROD_27201,protein_coding,NA,NA,LacI family transcriptional regulator,putative LacI-family transcriptional regulator,NA,NA,WP_012906882.1,similar to AA sequence:RefSeq:WP_004104128.1,1
NC_013716.1,ROD_RS13435,ROD_27211,protein_coding,NA,NA,MFS transporter,putative membrane protein,NA,NA,WP_012906883.1,similar to AA sequence:RefSeq:WP_004114267.1,1
NC_013716.1,ROD_RS13440,ROD_27221,protein_coding,NA,NA,glycoside hydrolase family 127 protein,conserved hypothetical protein,NA,NA,WP_024132811.1,similar to AA sequence:RefSeq:WP_017145589.1,1
NC_013716.1,ROD_RS13445,ROD_27231,protein_coding,purF,NA,amidophosphoribosyltransferase,amidophosphoribosyltransferase,NA,NA,WP_012906885.1,similar to AA sequence:RefSeq:WP_006820991.1,1
NC_013716.1,ROD_RS13450,ROD_27241,protein_coding,cvpA,NA,colicin V production protein,colicin V production protein,NA,NA,WP_012906886.1,similar to AA sequence:RefSeq:NP_311224.1,1
NC_013716.1,ROD_RS13455,ROD_27261,protein_coding,dedD,NA,cell division protein DedD,putative peptidoglycan-binding protein,NA,NA,WP_012906888.1,similar to AA sequence:RefSeq:NP_461306.1,1
NC_013716.1,ROD_RS13460,ROD_27271,protein_coding,folC,NA,bifunctional tetrahydrofolate synthase/dihydrofolate synthase,dihydrofolate synthase],NA,NA,WP_012906889.1,similar to AA sequence:RefSeq:NP_461307.1,1
NC_013716.1,ROD_RS13465,ROD_27281,protein_coding,accD,NA,"acetyl-CoA carboxylase, carboxyltransferase subunit beta",acetyl-coenzyme A carboxylase carboxyl transferase beta subunit,NA,NA,WP_012906890.1,similar to AA sequence:RefSeq:NP_461308.1,1
NC_013716.1,ROD_RS13470,ROD_27291,protein_coding,dedA,NA,DedA family protein,putative membrane protein,NA,NA,WP_012906891.1,similar to AA sequence:RefSeq:NP_461309.1,1
NC_013716.1,ROD_RS13475,ROD_27301,protein_coding,truA,NA,tRNA pseudouridine(38-40) synthase TruA,tRNA pseudouridine synthase A,NA,NA,WP_012906892.1,similar to AA sequence:RefSeq:NP_311229.1,1
NC_013716.1,ROD_RS13480,ROD_27311,protein_coding,usg,NA,aspartate-semialdehyde dehydrogenase,putative semialdehyde dehydrogenase,NA,NA,WP_012906893.1,similar to AA sequence:RefSeq:NP_416822.1,1
NC_013716.1,ROD_RS13485,ROD_27321,protein_coding,pdxB,NA,4-phosphoerythronate dehydrogenase PdxB,erythronate-4-phosphate dehydrogenase,NA,NA,WP_012906894.1,similar to AA sequence:RefSeq:NP_708202.1,1
NC_013716.1,ROD_RS13490,ROD_27331,protein_coding,div,flk,flagella biosynthesis regulator Flk,cell division protein,NA,NA,WP_024132812.1,similar to AA sequence:RefSeq:NP_461313.1,1
NC_013716.1,ROD_RS13495,ROD_27341,protein_coding,NA,NA,MFS transporter,major facilitator superfamily protein,NA,NA,WP_012906896.1,similar to AA sequence:RefSeq:WP_016153865.1,1
NC_013716.1,ROD_RS13500,ROD_27351,protein_coding,fabB,NA,beta-ketoacyl-ACP synthase I,3-oxoacyl-[acyl-carrier-protein] synthase I,NA,NA,WP_012906897.1,similar to AA sequence:RefSeq:WP_010433229.1,1
NC_013716.1,ROD_RS13505,ROD_27361,protein_coding,mnmC,NA,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,putative oxidoreductase,NA,NA,WP_012906898.1,similar to AA sequence:RefSeq:WP_001540542.1,1
NC_013716.1,ROD_RS13510,ROD_27371,protein_coding,NA,NA,YfcL family protein,conserved hypothetical protein,NA,NA,WP_012906899.1,similar to AA sequence:RefSeq:WP_002463508.1,1
NC_013716.1,ROD_RS13515,ROD_27381,protein_coding,epmC,NA,elongation factor P hydroxylase,conserved hypothetical protein,NA,NA,WP_012906900.1,similar to AA sequence:RefSeq:NP_416829.1,1
NC_013716.1,ROD_RS13520,ROD_27391,protein_coding,NA,NA,sulfite exporter TauE/SafE family protein,putative exported protein,NA,NA,WP_012906901.1,similar to AA sequence:RefSeq:WP_012906901.1,1
NC_013716.1,ROD_RS13525,ROD_27401,protein_coding,mepA,NA,penicillin-insensitive murein endopeptidase,penicillin-insensitive murein endopeptidase,NA,NA,WP_012906902.1,similar to AA sequence:RefSeq:NP_311239.1,1
NC_013716.1,ROD_RS13530,ROD_27411,protein_coding,aroC,NA,chorismate synthase,chorismate synthase,NA,NA,WP_012906903.1,similar to AA sequence:RefSeq:WP_005129642.1,1
NC_013716.1,ROD_RS13535,ROD_27421,protein_coding,prmB,NA,50S ribosomal protein L3 N(5)-glutamine methyltransferase,putative methylase,NA,NA,WP_012906904.1,similar to AA sequence:RefSeq:WP_005129736.1,1
NC_013716.1,ROD_RS13540,ROD_27431,protein_coding,smrB,NA,endonuclease SmrB,conserved hypothetical protein,NA,NA,WP_012906905.1,similar to AA sequence:RefSeq:WP_017899504.1,1
NC_013716.1,ROD_RS13545,ROD_27441,protein_coding,sixA,NA,phosphohistidine phosphatase SixA,phosphohistidine phosphatase,NA,NA,WP_012906906.1,similar to AA sequence:RefSeq:NP_461329.1,1
NC_013716.1,ROD_RS13550,ROD_27451,protein_coding,fadJ,NA,fatty acid oxidation complex subunit alpha FadJ,3-hydroxybutyryl-CoA epimerase],NA,NA,WP_012906907.1,similar to AA sequence:RefSeq:NP_708223.1,1
NC_013716.1,ROD_RS13555,ROD_27461,protein_coding,fadI,NA,acetyl-CoA C-acyltransferase FadI,fatty acid oxidation comple beta subunit (3-ketoacyl-CoA thiolase),NA,NA,WP_012906908.1,similar to AA sequence:RefSeq:NP_416844.1,1
NC_013716.1,ROD_RS13560,ROD_27471,protein_coding,NA,NA,YfcZ/YiiS family protein,conserved hypothetical protein,NA,NA,WP_024132813.1,similar to AA sequence:RefSeq:WP_005129756.1,1
NC_013716.1,ROD_RS13565,ROD_27481,protein_coding,fadL,NA,long-chain fatty acid transporter FadL,long-chain fatty acid transport protein,NA,NA,WP_024132814.1,similar to AA sequence:RefSeq:WP_001766332.1,1
NC_013716.1,ROD_RS13570,ROD_27491,protein_coding,vacJ,mlaA,phospholipid-binding lipoprotein MlaA,lipoprotein,NA,NA,WP_012906911.1,similar to AA sequence:RefSeq:NP_461334.1,1
NC_013716.1,ROD_RS13575,ROD_27501,protein_coding,NA,NA,formate/nitrite transporter family protein,putative membrane protein,NA,NA,WP_024132815.1,similar to AA sequence:RefSeq:WP_015963591.1,1
NC_013716.1,ROD_RS13580,ROD_t35,tRNA,NA,NA,NA,tRNA-Arg,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS13585,ROD_27521,protein_coding,NA,NA,DUF4160 domain-containing protein,conserved hypothetical protein,NA,NA,WP_012906914.1,similar to AA sequence:RefSeq:WP_016807972.1,1
NC_013716.1,ROD_RS13590,ROD_27531,protein_coding,NA,NA,DUF2442 domain-containing protein,conserved hypothetical protein,NA,NA,WP_012906915.1,similar to AA sequence:RefSeq:WP_003029697.1,1
NC_013716.1,ROD_RS13595,ROD_27551,protein_coding,NA,NA,helix-turn-helix domain-containing GNAT family N-acetyltransferase,putative MarR-family transcriptional regulator,NA,NA,WP_012906917.1,similar to AA sequence:RefSeq:WP_007791633.1,1
NC_013716.1,ROD_RS13605,ROD_27571,protein_coding,NA,NA,hypothetical protein,putative lipoprotein,NA,NA,WP_012906919.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS13610,ROD_27591,protein_coding,NA,NA,LysR substrate-binding domain-containing protein,LysR-family transcriptional regulator,NA,NA,WP_012906921.1,similar to AA sequence:RefSeq:WP_005182619.1,1
NC_013716.1,ROD_RS13615,ROD_27601,protein_coding,NA,NA,hypothetical protein,conserved hypothetical protein,NA,NA,WP_012906922.1,similar to AA sequence:RefSeq:WP_011094508.1,1
NC_013716.1,ROD_RS13620,ROD_27611,protein_coding,NA,NA,hypothetical protein,conserved hypothetical protein,NA,NA,WP_012906923.1,similar to AA sequence:RefSeq:WP_012906923.1,1
NC_013716.1,ROD_RS13625,ROD_27621,protein_coding,NA,NA,MBL fold metallo-hydrolase,conserved hypothetical protein,NA,NA,WP_012906924.1,similar to AA sequence:RefSeq:WP_011094510.1,1
NC_013716.1,ROD_RS13630,ROD_27631,protein_coding,NA,NA,autotransporter outer membrane beta-barrel domain-containing protein,putative outer membrane autotransporter,NA,NA,WP_012906925.1,similar to AA sequence:RefSeq:WP_006178481.1,1
NC_013716.1,ROD_RS13635,ROD_27641,protein_coding,cts1D,tssE,type VI secretion system baseplate subunit TssE,T6SS lysozyme-related protein Cts1D,NA,NA,WP_012906926.1,similar to AA sequence:RefSeq:WP_006178484.1,1
NC_013716.1,ROD_RS13640,ROD_27651,protein_coding,cts1E,NA,ImpE family T6SS protein Cts1E,ImpE family T6SS protein Cts1E,NA,NA,WP_012906927.1,similar to AA sequence:RefSeq:WP_006178485.1,1
NC_013716.1,ROD_RS13645,ROD_27661,protein_coding,cts1F,NA,TagK domain-containing protein,T6SS protein Cts1F,NA,NA,WP_012906928.1,similar to AA sequence:RefSeq:WP_006178486.1,1
NC_013716.1,ROD_RS13650,NA,protein_coding,NA,NA,PAAR domain-containing protein,NA,NA,NA,WP_024132817.1,similar to AA sequence:RefSeq:WP_012125401.1,1
NC_013716.1,ROD_RS13655,ROD_27671,protein_coding,cts1G,vgrG,type VI secretion system tip protein VgrG,VgrG family T6SS protein Cts1G,NA,NA,WP_024132818.1,similar to AA sequence:RefSeq:WP_006178488.1,1
NC_013716.1,ROD_RS26395,ROD_27681,protein_coding,cts1T,NA,hypothetical protein,T6SS protein Cts1T,NA,NA,WP_012906930.1,similar to AA sequence:RefSeq:WP_008454376.1,1
NC_013716.1,ROD_RS28975,NA,protein_coding,NA,NA,hypothetical protein,NA,NA,NA,WP_231851562.1,protein motif:HMM:NF018470.2,1
NC_013716.1,ROD_RS28980,NA,protein_coding,tssM,NA,type VI secretion system membrane subunit TssM,NA,NA,NA,WP_231851563.1,protein motif:HMM:TIGR03348.1,1
NC_013716.1,ROD_RS13665,ROD_27711,protein_coding,cts1U,tssL,"type VI secretion system protein TssL, long form",T6SS protein Cts1U,NA,NA,WP_012906931.1,similar to AA sequence:RefSeq:WP_012906931.1,1
NC_013716.1,ROD_RS13670,ROD_27721,protein_coding,cts1M,tssK,type VI secretion system baseplate subunit TssK,T6SS protein Cts1M,NA,NA,WP_012906932.1,similar to AA sequence:RefSeq:WP_007848145.1,1
NC_013716.1,ROD_RS13675,ROD_27731,protein_coding,cts1N,tssJ,type VI secretion system lipoprotein TssJ,T6SS protein Cts1N,NA,NA,WP_012906933.1,similar to AA sequence:RefSeq:WP_006178495.1,1
NC_013716.1,ROD_RS13680,ROD_27741,protein_coding,cts1H,NA,Hcp family type VI secretion system effector,Hcp family T6SS protein Cts1H,NA,NA,WP_012906934.1,similar to AA sequence:RefSeq:WP_002211573.1,1
NC_013716.1,ROD_RS13685,ROD_27751,protein_coding,cts1B,tssC,type VI secretion system contractile sheath large subunit,T6SS protein Cts1B,NA,NA,WP_012906935.1,similar to AA sequence:RefSeq:WP_002404159.1,1
NC_013716.1,ROD_RS13690,ROD_27761,protein_coding,cts1S,tssB,type VI secretion system contractile sheath small subunit,T6SS protein Cts1S,NA,NA,WP_012906936.1,similar to AA sequence:RefSeq:WP_006178500.1,1
NC_013716.1,ROD_RS13695,ROD_27771,protein_coding,NA,NA,type 1 fimbrial protein,putative fimbrial adhesin,NA,NA,WP_012906937.1,similar to AA sequence:RefSeq:WP_006178501.1,1
NC_013716.1,ROD_RS13700,ROD_27781,protein_coding,NA,NA,fimbrial biogenesis outer membrane usher protein,fimbrial usher protein,NA,NA,WP_024132819.1,similar to AA sequence:RefSeq:WP_006178502.1,1
NC_013716.1,ROD_RS13705,ROD_27791,protein_coding,NA,NA,fimbria/pilus periplasmic chaperone,fimbrial chaperone protein,NA,NA,WP_012906939.1,similar to AA sequence:RefSeq:WP_004699305.1,1
NC_013716.1,ROD_RS13710,ROD_27801,protein_coding,NA,NA,fimbrial protein,putative fimbrial subunit,NA,NA,WP_012906940.1,similar to AA sequence:RefSeq:WP_006178504.1,1
